Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
8,0.1008105,0.1576457,0.2628537,0.72281635,0.72281635,0.96385443,0.15764572,test,Capillary wall
8,0.30376098,0.3171466,0.32233942,0.9684214,0.9684214,0.99383116,0.3171466,test,Venule lumen
8,0.26964343,0.28929338,0.2808584,0.96460694,0.96460694,0.98776156,0.28929338,test,Venule wall
8,0.9565768,0.9649337,0.98137045,0.97328097,0.97328097,0.9999652,0.9649337,test,Immune cells
8,0.8956021,0.8985685,0.8957378,0.99983203,0.99983203,0.9975293,0.8985685,test,Nerve trunks
8,0.38146034,0.40514007,0.41843858,0.9114606,0.9114606,0.93346184,0.40514007,test,Mean
8,0.41164032,0.4438574,0.4213066,0.95760787,0.95760787,0.99310637,0.4438574,train,Arteriole lumen
8,0.4210134,0.46728432,0.43971068,0.96141046,0.96141046,0.98735213,0.46728432,train,Arteriole media
8,0.008763877,0.015611546,0.008763918,0.9999811,0.9999811,0.5618948,0.015611546,train,Arteriole adventitia
8,0.016285187,0.02737195,0.026505778,0.87564045,0.87564045,0.9466282,0.02737195,train,Capillary lumen
8,0.037803657,0.06174385,0.048293874,0.8697636,0.8697636,0.9291451,0.06174385,train,Capillary wall
8,0.58896816,0.65157485,0.66076964,0.8846283,0.8846283,0.9956751,0.65157485,train,Venule lumen
8,0.44313955,0.5217223,0.5050918,0.89151305,0.89151305,0.98489213,0.5217223,train,Venule wall
8,0.84128577,0.87033963,0.90309906,0.93542916,0.93542916,0.99421346,0.87033963,train,Immune cells
8,0.8246114,0.82642245,0.82715344,0.9972112,0.9972112,0.99864256,0.82642245,train,Nerve trunks
8,0.39927903,0.4317698,0.42674387,0.9303539,0.9303539,0.93239444,0.4317698,train,Mean
9,0.33516777,0.36577863,0.38262904,0.9185395,0.9185395,0.9966427,0.36577863,test,Arteriole lumen
9,0.32342502,0.3597609,0.379517,0.90289384,0.90289384,0.9920261,0.3597609,test,Arteriole media
9,0.0058376663,0.010114338,0.007256437,0.9945627,0.9945627,0.609025,0.010114337,test,Arteriole adventitia
9,0.06434076,0.11050495,0.0655154,0.9113146,0.9113146,0.97052854,0.110504955,test,Capillary lumen
9,0.11401929,0.18412852,0.121429965,0.9018454,0.9018454,0.962011,0.18412854,test,Capillary wall
9,0.21713203,0.22965784,0.2378878,0.96841127,0.96841127,0.9949412,0.22965784,test,Venule lumen
9,0.2140848,0.2329393,0.24148764,0.951276,0.951276,0.99124265,0.2329393,test,Venule wall
9,0.6906553,0.7014357,0.69085974,0.9982829,0.9982829,0.99675155,0.7014357,test,Immune cells
9,0.84248126,0.8452694,0.844225,0.99769104,0.99769104,0.9969313,0.8452694,test,Nerve trunks
9,0.31190485,0.3377322,0.33008975,0.9494241,0.9494241,0.9455667,0.3377322,test,Mean
9,0.47781163,0.5088648,0.5056157,0.9438999,0.9438999,0.98952603,0.5088648,train,Arteriole lumen
9,0.4365356,0.46642673,0.49169618,0.87835497,0.87835497,0.98607314,0.46642673,train,Arteriole media
9,0.0069436114,0.012482837,0.0069541805,0.9977722,0.9977722,0.6129196,0.012482837,train,Arteriole adventitia
9,0.019328952,0.030197438,0.02232078,0.7267487,0.7267487,0.9458316,0.030197438,train,Capillary lumen
9,0.031457294,0.055298217,0.044326488,0.6832163,0.6832163,0.93206453,0.055298217,train,Capillary wall
9,0.58653206,0.62958753,0.695024,0.7708989,0.7708989,0.99667954,0.62958753,train,Venule lumen
9,0.5302862,0.59147453,0.6357625,0.72027594,0.72027594,0.9919287,0.59147453,train,Venule wall
9,0.6408132,0.660164,0.7236209,0.8871678,0.8871678,0.9936182,0.660164,train,Immune cells
9,0.76934147,0.7909248,0.77933705,0.98936784,0.98936784,0.99491405,0.7909248,train,Nerve trunks
9,0.38878334,0.41615787,0.43385088,0.84418917,0.84418917,0.9381729,0.41615787,train,Mean
10,0.56878436,0.61324227,0.58019006,0.9690607,0.9690607,0.9972377,0.61324227,test,Arteriole lumen
10,0.5468948,0.59458125,0.6103622,0.87533534,0.87533534,0.993394,0.59458125,test,Arteriole media
10,0.010772673,0.0176297,0.011138662,0.99113584,0.99113584,0.8879666,0.0176297,test,Arteriole adventitia
10,0.095428854,0.1543056,0.09650756,0.9400083,0.9400083,0.97424453,0.1543056,test,Capillary lumen
10,0.12152161,0.19311723,0.12654166,0.92887616,0.92887616,0.9631338,0.19311723,test,Capillary wall
10,0.32870808,0.34150165,0.33911029,0.9726112,0.9726112,0.9939877,0.34150165,test,Venule lumen
10,0.12240961,0.14287782,0.12997197,0.97233427,0.97233427,0.9875374,0.14287782,test,Venule wall
10,0.8114132,0.82035196,0.8356041,0.9746556,0.9746556,0.99915034,0.82035196,test,Immune cells
10,0.7810372,0.78401566,0.78118885,0.99980974,0.99980974,0.9967996,0.78401566,test,Nerve trunks
10,0.37633005,0.406847,0.39006838,0.958203,0.958203,0.9770501,0.406847,test,Mean
10,0.57337296,0.58897173,0.66778696,0.89053273,0.89053273,0.9972966,0.58897173,train,Arteriole lumen
10,0.44050837,0.46167237,0.54685795,0.8847134,0.8847134,0.99143445,0.46167237,train,Arteriole media
10,0.01975986,0.032349616,0.022562671,0.95831996,0.95831996,0.8853042,0.032349616,train,Arteriole adventitia
10,0.011049568,0.020868551,0.011280755,0.8515207,0.8515207,0.9442161,0.020868551,train,Capillary lumen
10,0.02222724,0.040900998,0.0239724,0.8728564,0.8728564,0.92611307,0.040900998,train,Capillary wall
10,0.442106,0.46892518,0.5179043,0.8884258,0.8884258,0.99224293,0.46892518,train,Venule lumen
10,0.2612873,0.3043426,0.3231212,0.88918054,0.88918054,0.97771096,0.3043426,train,Venule wall
10,0.7005588,0.7073985,0.7052156,0.9914547,0.9914547,0.9951261,0.7073985,train,Immune cells
10,0.6987066,0.7248571,0.7071202,0.98706794,0.98706794,0.98870975,0.7248571,train,Nerve trunks
10,0.35217518,0.37225407,0.391758,0.91267467,0.91267467,0.9664615,0.37225407,train,Mean
11,0.7398108,0.76165825,0.93485063,0.7846906,0.7846906,0.9997073,0.76165825,test,Arteriole lumen
11,0.69443625,0.71146625,0.9089148,0.7626087,0.7626087,0.9954119,0.71146625,test,Arteriole media
11,0.06420603,0.071923,0.06487161,0.9903399,0.9903399,0.9270772,0.071923,test,Arteriole adventitia
11,0.06514152,0.1146844,0.06767087,0.9551091,0.9551091,0.975111,0.11468442,test,Capillary lumen
11,0.14986166,0.23307133,0.16191079,0.9168712,0.9168712,0.97553355,0.23307133,test,Capillary wall
11,0.62613064,0.63790977,0.64821196,0.95808244,0.95808244,0.9953073,0.63790977,test,Venule lumen
11,0.5330069,0.55119836,0.5566684,0.9524036,0.9524036,0.99085116,0.55119836,test,Venule wall
11,0.9502542,0.9550049,0.99291104,0.9548973,0.9548973,0.9999207,0.9550049,test,Immune cells
11,0.9335174,0.93596685,0.93385184,0.99959856,0.99959856,0.996806,0.93596685,test,Nerve trunks
11,0.52848506,0.55254257,0.5855402,0.9194002,0.9194002,0.98396957,0.55254257,test,Mean
11,0.7918108,0.8097999,0.83289814,0.95383936,0.95383936,0.99876255,0.8097999,train,Arteriole lumen
